학원명,카테고리,지번주소,도로명주소,전화번호,위도,경도,거리(km),검색키워드,링크
코데쉬발레스튜디오학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 반송동 103-2,경기 화성시 동탄구 메타폴리스로 38,031-8055-7484,37.2016376587333,127.07144717161,24.2,발레,http://place.map.kakao.com/1055742153
용인대학교 종합체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 용인시 처인구 삼가동 470,경기 용인시 처인구 용인대학로 134,,37.2261604707086,127.169172312066,24.26,체육관,http://place.map.kakao.com/8021109
한국태권도체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 안중읍 안중리 253-13,경기 평택시 안중읍 안중로 94,,36.98851791669015,126.9269014822656,24.27,체육관,http://place.map.kakao.com/15607373
우리끼리키즈카페 스포츠마을 천안구성점,"가정,생활 > 유아 > 놀이시설 > 키즈카페 > 우리끼리",충남 천안시 동남구 구성동 304-3,충남 천안시 동남구 충절로 296,1899-3635,36.7927569883173,127.160940793424,24.31,키즈스포츠,http://place.map.kakao.com/964131371
용인대석사청무태권도합기도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 쌍용동 565,충남 천안시 서북구 쌍용17길 13,041-579-8478,36.799065647318656,127.12325233896185,24.32,합기도,http://place.map.kakao.com/964094454
용인대학사체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 용인시 처인구 김량장동 6-9,경기 용인시 처인구 백옥대로 1032,,37.2279889326749,127.211116627641,24.34,태권도,http://place.map.kakao.com/10004489
엠스포츠,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 동탄구 중동 41,경기 화성시 동탄구 중리북길 41,010-8785-8178,37.2189618291218,127.119829914608,24.35,체육관,http://place.map.kakao.com/1012059399
국립 중앙청소년수련원 종합체육관,"스포츠,레저 > 스포츠시설",충남 천안시 동남구 목천읍 교촌리 232-4,충남 천안시 동남구 목천읍 서리4길 48,,36.791346065832,127.225678593756,24.35,체육관,http://place.map.kakao.com/17570313
용곡C&C수영장,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 동남구 용곡동 339-1,충남 천안시 동남구 용곡4길 10-28,0507-1328-0794,36.7942783857169,127.146028735387,24.36,수영,http://place.map.kakao.com/1180811844
다이나믹웨이브 불당점,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 서북구 불당동 1853,충남 천안시 서북구 불당25로 23,010-2752-6218,36.8038830317785,127.103346299639,24.37,수영,http://place.map.kakao.com/485527877
용인대학교 태권도대학원,"교육,학문 > 학교 > 대학원",경기 용인시 처인구 삼가동 470,경기 용인시 처인구 용인대학로 134,031-8020-2855,37.227537690336185,127.16887790978949,24.42,태권도,http://place.map.kakao.com/23728407
씨오알에듀,"스포츠,레저 > 수영,수상 > 스킨스쿠버",경기 화성시 동탄구 영천동 837,경기 화성시 동탄구 동탄기흥로 590,010-4892-4835,37.2128452245465,127.094214974706,24.47,수영,http://place.map.kakao.com/2003634909
경희대태권도체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 평택시 안중읍 현화리 862-1,경기 평택시 안중읍 안중로18번길 2,031-681-1012,36.9831310420175,126.925146582015,24.49,체육관,http://place.map.kakao.com/333885746
백곡수상레저,"스포츠,레저 > 수영,수상 > 수상스포츠",충북 진천군 진천읍 건송리 58-1,,010-2256-2299,36.86260915747742,127.40528517965912,24.54,수영,http://place.map.kakao.com/1495155443
파이널유도체육관,"스포츠,레저 > 무예 > 유도 > 유도장",경기 화성시 동탄구 반송동 88-12,경기 화성시 동탄구 동탄중심상가2길 5,070-8802-1230,37.205979960684,127.072703926061,24.57,유도,http://place.map.kakao.com/769730778
어비스텍,"스포츠,레저 > 수영,수상 > 스킨스쿠버",경기 용인시 처인구 백암면 가창리 335-5,경기 용인시 처인구 백암면 청강가창로105번길 26,031-335-3483,37.1867640807741,127.364075563894,24.57,수영,http://place.map.kakao.com/24924252
용인대학교 유도경기지도학과,"교육,학문 > 학교부속시설",경기 용인시 처인구 삼가동 산 117-8,경기 용인시 처인구 용인대학로 134,031-8020-3071,37.2289123035515,127.167880346771,24.58,유도,http://place.map.kakao.com/12720682
JD유소년스포츠아카데미,"스포츠,레저 > 스포츠시설 > 체육관",경기 용인시 기흥구 고매동 117,경기 용인시 기흥구 고매로 237-6,031-285-9990,37.223847313577366,127.13251593659417,24.58,체육관,http://place.map.kakao.com/1233451750
케이에이씨,"스포츠,레저 > 수영,수상",충북 진천군 진천읍 건송리 59-10,충북 진천군 진천읍 건송길 158-1,,36.86208090831198,127.40560984404036,24.6,수영,http://place.map.kakao.com/2101575226
별하검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 화성시 동탄구 능동 1152-4,경기 화성시 동탄구 10용사로 349-3,031-613-0701,37.1993238631908,127.056199234185,24.64,검도,http://place.map.kakao.com/1261878434
르발레아카데미,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 반송동 88-1,경기 화성시 동탄구 동탄반석로 204,010-2643-9413,37.2066565753649,127.072825111051,24.64,발레,http://place.map.kakao.com/869087441
충효예 무술관,"스포츠,레저 > 무예",경기 화성시 동탄구 능동 1152-5,경기 화성시 동탄구 10용사로 343-2,031-8003-8822,37.1994204530422,127.055824215753,24.66,합기도,http://place.map.kakao.com/1172850990
용인검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 용인시 처인구 역북동 755-1,경기 용인시 처인구 명지로40번길 15-17,031-336-7750,37.23103049913173,127.1866518564883,24.68,검도,http://place.map.kakao.com/11362160
반송용인대 태권도합기도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 반송동 86-2,경기 화성시 동탄구 동탄반석로 212,,37.2072357054817,127.073223326473,24.68,합기도,http://place.map.kakao.com/8375329
화랑연무관합기도,"스포츠,레저 > 무예 > 합기도 > 합기도장",경기 평택시 안중읍 현화리 241,경기 평택시 안중읍 안현로서6길 62,031-686-9552,36.9850695177306,126.922712893579,24.68,합기도,http://place.map.kakao.com/14827057
파이널유도멀티짐 서동탄점,"스포츠,레저 > 무예 > 유도 > 유도장",경기 화성시 동탄구 능동 1152-2,경기 화성시 동탄구 10용사로 349-7,010-7465-7187,37.1998320616038,127.056188346904,24.69,유도,http://place.map.kakao.com/767776043
해동검도,"스포츠,레저 > 무예 > 검도 > 검도장",경기 평택시 안중읍 현화리 241,경기 평택시 안중읍 안현로서6길 62,,36.9850946448671,126.922554492918,24.7,검도,http://place.map.kakao.com/1623599086
J킥복싱다이어트체육관,"스포츠,레저 > 복싱,권투",경기 평택시 안중읍 현화리 837-2,경기 평택시 안중읍 안현로서9길 20-12,031-683-2227,36.978574813719,126.923200163289,24.73,체육관,http://place.map.kakao.com/21748506
로이발레학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 반송동 61-10,경기 화성시 동탄구 동탄공원로 26,031-613-1186,37.201923475187,127.05972351962,24.73,발레,http://place.map.kakao.com/1949050522
총명검도관 경찰무도교육원,"스포츠,레저 > 무예 > 검도 > 검도장",경기 평택시 청북읍 옥길리 1150,경기 평택시 청북읍 안청로4길 51,031-684-0450,37.02377041199878,126.92050702483846,24.78,검도,http://place.map.kakao.com/562761225
우아키즈풀,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",경기 평택시 청북읍 옥길리 1276-3,경기 평택시 청북읍 안청로8길 24-5,010-2843-7783,37.0181950801226,126.9199768207,24.79,수영,http://place.map.kakao.com/127087026
세종발레학원,"교육,학문 > 학원 > 무용학원,발레학원",충남 천안시 동남구 신방동 878,충남 천안시 동남구 일봉로 8,,36.7933568619641,127.129413360845,24.79,발레,http://place.map.kakao.com/1597729024
본주짓수안중종합격투기,"스포츠,레저 > 무예 > 합기도",경기 평택시 안중읍 현화리 334-1,경기 평택시 안중읍 안현로서6길 74,031-686-5343,36.9847981554384,126.921136161148,24.82,합기도,http://place.map.kakao.com/27472008
라이프짐 안중점,"스포츠,레저 > 스포츠시설 > 체육관",경기 평택시 안중읍 현화리 835-2,경기 평택시 안중읍 안현로서8길 35-3,010-7574-1740,36.9791848571436,126.921832686631,24.84,체육관,http://place.map.kakao.com/1826329517
블루엣발레학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 반송동 61-1,경기 화성시 동탄구 동탄공원로1길 27,031-8015-2325,37.2033039058243,127.059684054934,24.86,발레,http://place.map.kakao.com/12975376
박윤혜발레아카데미학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 용인시 처인구 역북동 750,경기 용인시 처인구 명지로40번길 10,031-334-9933,37.2327863070874,127.187431485856,24.88,발레,http://place.map.kakao.com/281665881
백곡천 종합물놀이장,"스포츠,레저 > 수영,수상 > 수영장",충북 진천군 진천읍 행정리 765-1,,,36.868092710294036,127.41638452515485,24.89,수영,http://place.map.kakao.com/453814863
서평택국민체육센터 실내수영장,"스포츠,레저 > 수영,수상 > 수영장",경기 평택시 안중읍 학현리 572-1,경기 평택시 안중읍 서동대로 1531,031-8024-8244,36.9891294763279,126.919509662004,24.92,수영,http://place.map.kakao.com/24633545
BMA검도,"스포츠,레저 > 무예 > 검도 > 검도장",경기 화성시 병점구 능동 1041,경기 화성시 병점구 10용사로 284,,37.1991260184087,127.049257132704,24.94,검도,http://place.map.kakao.com/1430637147
화랑무예태권도성지 화장실,"가정,생활 > 화장실",충북 진천군 진천읍 상계리 58-1,,,36.8380677042007,127.38076121768,24.97,태권도,http://place.map.kakao.com/606400732
두드림발레학원 아산배방점,"교육,학문 > 학원 > 무용학원,발레학원",충남 아산시 배방읍 장재리 1755,충남 아산시 배방읍 고속철대로 147,041-554-5279,36.79744967157612,127.10576013944146,24.97,발레,http://place.map.kakao.com/23493765
용인시청소년수련원 수영장,"스포츠,레저 > 수영,수상 > 수영장",경기 용인시 처인구 양지읍 평창리 661-11,경기 용인시 처인구 양지읍 죽양대로2071번길 50,,37.2151214937447,127.312105394057,24.99,수영,http://place.map.kakao.com/318128960
플로우하우스 용인점,"스포츠,레저 > 수영,수상 > 수상스포츠",경기 용인시 기흥구 고매동 284,경기 용인시 기흥구 신고매로 124,031-8036-3042,37.2253689821336,127.120912747387,25.01,수영,http://place.map.kakao.com/1995345634
용인시청소년수련원 물놀이장,"스포츠,레저 > 수영,수상 > 수영장",경기 용인시 처인구 양지읍 평창리 661-11,경기 용인시 처인구 양지읍 죽양대로2071번길 50,,37.2157396309879,127.31107030988,25.02,수영,http://place.map.kakao.com/325177361
헤엄쳐스윔문화비,"스포츠,레저 > 수영,수상 > 수영장",경기 평택시 청북읍 옥길리 1158-7,경기 평택시 청북읍 안청로2길 45,031-686-7771,37.0192068707269,126.917173175611,25.05,수영,http://place.map.kakao.com/980140171
화랑무예태권도성지,"여행 > 관광,명소 > 문화유적 > 유적지",충북 진천군 진천읍 상계리,,,36.8375780976399,127.381700482031,25.06,태권도,http://place.map.kakao.com/8156544
팀케이유도&주짓수,"스포츠,레저 > 무예 > 유도",충남 천안시 동남구 신방동 62-10,충남 천안시 동남구 충무로 158-35,010-6380-4982,36.7910247470076,127.126088606214,25.12,유도,http://place.map.kakao.com/1482919152
청북 검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 평택시 청북읍 옥길리 1158-5,경기 평택시 청북읍 청북남로 253,0502-5552-7880,37.018895332916465,126.916225089045,25.13,검도,http://place.map.kakao.com/387614902
헬로키즈풀 역북점,"스포츠,레저 > 수영,수상 > 수영장",경기 용인시 처인구 역북동 734,경기 용인시 처인구 명지로16번길 26,,37.2350558272131,127.186996476552,25.13,수영,http://place.map.kakao.com/45044495
방아다리공원 물놀이장,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 서북구 쌍용동 1563,,,36.7928342298523,127.117232449043,25.14,수영,http://place.map.kakao.com/939308054
세계무술센터,"스포츠,레저 > 무예",충남 천안시 동남구 신방동 57-6,충남 천안시 동남구 서부대로 245,010-2377-8152,36.7901867911927,127.128539737292,25.15,무술,http://place.map.kakao.com/1096123126
중국무술우슈쿵후도장,"스포츠,레저 > 무예 > 쿵후,우슈",경기 용인시 처인구 김량장동 113-3,경기 용인시 처인구 백옥대로 1117,,37.2353892933948,127.208531800819,25.16,무술,http://place.map.kakao.com/9294258
이삭서핑스쿨,"스포츠,레저 > 수영,수상 > 수상스포츠",경기 용인시 처인구 삼가동 424-2,경기 용인시 처인구 지삼로 470-3,,37.233153137445385,127.15699716229898,25.17,수영,http://place.map.kakao.com/2091305303
청옥특공무술,"스포츠,레저 > 무예",경기 평택시 청북읍 옥길리 1110,경기 평택시 청북읍 안청로1길 12,031-682-6555,37.0154499883388,126.9142388423636,25.29,무술,http://place.map.kakao.com/1887178292
한가람,"스포츠,레저 > 수영,수상 > 스킨스쿠버",경기 용인시 처인구 역북동 482-16,경기 용인시 처인구 용문로 90,031-322-4377,37.2366869582763,127.195769297045,25.29,수영,http://place.map.kakao.com/53327197
실내체육관사거리,"교통,수송 > 도로시설 > 교차로",경기 용인시 처인구 마평동,,,37.2366449821625,127.213791345924,25.32,체육관,http://place.map.kakao.com/15138862
용마초등학교 체육관,"교육,학문 > 학교부속시설",경기 용인시 처인구 마평동 675-4,경기 용인시 처인구 금학로 471-1,,37.2367684254107,127.214289806413,25.33,체육관,http://place.map.kakao.com/55429980
행복한검도관,"스포츠,레저 > 무예 > 검도 > 검도장",충남 천안시 동남구 신방동 785-37,충남 천안시 동남구 수곡로 22,041-574-9291,36.7897167967253,127.12218757636,25.35,검도,http://place.map.kakao.com/26786731
이삭서핑학원,"스포츠,레저 > 수영,수상 > 수상스포츠",경기 용인시 처인구 삼가동 405,경기 용인시 처인구 지삼로 470,010-2005-2252,37.2346731285367,127.156371492903,25.35,수영,http://place.map.kakao.com/458535985
도로시발레,"교육,학문 > 학원",충남 천안시 서북구 불당동 1284,충남 천안시 서북구 공원로 120,,36.7953431278352,127.09918467274,25.39,발레,http://place.map.kakao.com/1108910571
용인시청실내체육관 생활체육실,"스포츠,레저 > 스포츠시설",경기 용인시 처인구 마평동 703,경기 용인시 처인구 경안천로 76,031-323-5211,37.2373646788116,127.213423735857,25.4,체육관,http://place.map.kakao.com/686046655
용인시실내체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 용인시 처인구 마평동 703,경기 용인시 처인구 경안천로 76,031-323-5211,37.23740975113005,127.21341259333057,25.4,체육관,http://place.map.kakao.com/8024862
예원발레학원,"교육,학문 > 학원 > 무용학원,발레학원",충남 천안시 동남구 청당동 448,충남 천안시 동남구 광풍로 1863,041-552-9799,36.7846653560907,127.145988087683,25.41,발레,http://place.map.kakao.com/14604495
블루마린수영장,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 동남구 신방동 920,충남 천안시 동남구 신촌4로 16,041-575-4531,36.788241882764,127.124591742448,25.45,수영,http://place.map.kakao.com/413870893
예원발레핏,"교육,학문 > 학원 > 무용학원,발레학원",충남 천안시 동남구 청당동 492,충남 천안시 동남구 청수4로 16,,36.7832599803331,127.152872874995,25.46,발레,http://place.map.kakao.com/1863944008
비룡합기도,"스포츠,레저 > 무예 > 합기도",충남 천안시 동남구 신방동 920,충남 천안시 동남구 신촌4로 16,041-577-0825,36.788023790075435,127.12461379624426,25.47,합기도,http://place.map.kakao.com/17508705
점핑클럽,"스포츠,레저 > 스포츠시설 > 체육관",경기 용인시 처인구 김량장동 234-3,경기 용인시 처인구 금학로367번길 13,031-332-0871,37.2383378073159,127.204225868218,25.48,체육관,http://place.map.kakao.com/1301233062
무림합기도,"스포츠,레저 > 무예 > 합기도",경기 화성시 동탄구 능동 1114-1,경기 화성시 동탄구 동탄지성로 145,,37.209640271477,127.059333055741,25.49,합기도,http://place.map.kakao.com/1835585485
동탄예인발레무용학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 능동 1114-1,경기 화성시 동탄구 동탄지성로 145,031-613-9757,37.20964567437968,127.05933981926177,25.49,발레,http://place.map.kakao.com/67420042
블루마린수영장 신도시점,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",충남 아산시 배방읍 장재리 1776,충남 아산시 배방읍 고속철대로 83,041-543-4531,36.7918325806831,127.107271681435,25.52,수영,http://place.map.kakao.com/749465186
아쿠아마린,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",충남 아산시 배방읍 장재리 1772,충남 아산시 배방읍 희망로46번길 45-31,,36.7917572784847,127.106836861399,25.54,수영,http://place.map.kakao.com/19935164
유앤아이수영센터,"스포츠,레저 > 수영,수상 > 수영장",충남 아산시 배방읍 장재리 1772,충남 아산시 배방읍 희망로46번길 45-31,010-2772-1670,36.79175998987237,127.10682790196671,25.54,수영,http://place.map.kakao.com/301131553
용인대국가대표태권도,"교육,학문 > 학원",경기 용인시 처인구 양지읍 남곡리 903,경기 용인시 처인구 양지읍 남곡로 49,,37.2283761205471,127.286698319932,25.58,태권도,http://place.map.kakao.com/1743105198
이야스위밍,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",충남 아산시 배방읍 장재리 1180,충남 아산시 배방읍 용연로 8-6,,36.7959630442675,127.088994879251,25.66,수영,http://place.map.kakao.com/868185209
성한수유소년축구교실,"스포츠,레저 > 축구",충남 천안시 동남구 청당동 400-6,충남 천안시 동남구 광풍로 1839,,36.7824675962021,127.145204215373,25.67,축구교실,http://place.map.kakao.com/26864991
수영빌딩,부동산 > 빌딩,충북 음성군 대소면 오산리 114-31,충북 음성군 대소면 오태로 76,,36.9684421004497,127.483514984823,25.68,수영,http://place.map.kakao.com/24832454
충효태권도합기도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 아산시 배방읍 장재리 1190,충남 아산시 배방읍 용연로 20-2,041-533-4114,36.7953002445939,127.08963613117,25.7,합기도,http://place.map.kakao.com/2039503142
대한무술총연합회,"스포츠,레저 > 무예 > 격투기",충남 천안시 동남구 신방동 780,충남 천안시 동남구 신촌1길 26-7,041-578-9980,36.7871681019722,127.118971535807,25.7,무술,http://place.map.kakao.com/74914968
라이온스유소년스포츠클럽,"스포츠,레저 > 축구",충남 천안시 동남구 청당동 281,충남 천안시 동남구 남부대로 300,1566-7978,36.7813550809136,127.149996776709,25.71,키즈스포츠,http://place.map.kakao.com/14493579
석사승무체육관,"스포츠,레저 > 스포츠시설 > 체육관",충북 음성군 대소면 오산리 193-2,충북 음성군 대소면 오산로14번길 3-11,,36.965421342393,127.483820406812,25.76,체육관,http://place.map.kakao.com/44835774
대소생활체육공원 물놀이장,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",충북 음성군 대소면 태생리 766,충북 음성군 대소면 대성로 43,,36.9755885862968,127.485933257096,25.76,수영,http://place.map.kakao.com/498996092
송백유도관,"스포츠,레저 > 무예 > 유도 > 유도장",충남 천안시 동남구 청당동 440,충남 천안시 동남구 청당2길 118,041-557-0758,36.7798875710638,127.15667270588516,25.78,유도,http://place.map.kakao.com/20054137
OK래프팅,"스포츠,레저 > 수영,수상 > 수상스포츠",경기 용인시 처인구 양지읍 남곡리 123-10,경기 용인시 처인구 양지읍 남평로 48,,37.22977422520471,127.28942156125152,25.8,수영,http://place.map.kakao.com/27050285
오케이레포츠,"스포츠,레저 > 수영,수상",경기 용인시 처인구 양지읍 남곡리 123-10,경기 용인시 처인구 양지읍 남평로 48,,37.22983746291888,127.28935419224533,25.8,수영,http://place.map.kakao.com/1330684773
발레스토리학원,"교육,학문 > 학원",경기 용인시 처인구 양지읍 남곡리 123-10,경기 용인시 처인구 양지읍 남평로 48,,37.229778730384055,127.28942157847045,25.8,발레,http://place.map.kakao.com/754243320
용인대태권도 대소정도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충북 음성군 대소면 오산리 189-8,충북 음성군 대소면 오산로 32,043-877-6530,36.96621170540684,127.48467547423131,25.82,태권도,http://place.map.kakao.com/12018819
용인시청 물놀이장,"스포츠,레저 > 수영,수상 > 수영장",경기 용인시 처인구 삼가동 556,경기 용인시 처인구 중부대로 1199,,37.240957672876,127.17763092705,25.83,수영,http://place.map.kakao.com/26992472
베르필라테스&발레,"스포츠,레저 > 요가,필라테스 > 필라테스",충남 천안시 동남구 청당동 1001,충남 천안시 동남구 청당4로 45,010-2437-1178,36.78037774953822,127.14825739015278,25.85,발레,http://place.map.kakao.com/932701174
KoPS프리다이빙강습,"스포츠,레저 > 수영,수상 > 스킨스쿠버",경기 용인시 처인구 삼가동 563,경기 용인시 처인구 지삼로590번길 9,010-9156-2959,37.2404527383594,127.167354832384,25.86,수영,http://place.map.kakao.com/281710054
한글어린이공원 물놀이터,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",충남 아산시 배방읍 장재리 1290,,,36.7925001219709,127.093617048949,25.86,수영,http://place.map.kakao.com/496311536
대소초등학교 체육관,"스포츠,레저 > 스포츠시설 > 체육관",충북 음성군 대소면 오산리 369-3,충북 음성군 대소면 오태로 110-12,,36.96583456094733,127.48545801469443,25.9,체육관,http://place.map.kakao.com/24483627
대소국민체육센터,"스포츠,레저 > 스포츠시설 > 체육관",충북 음성군 대소면 태생리 399-2,충북 음성군 대소면 대성로 39,,36.9735881716309,127.487258089628,25.91,체육관,http://place.map.kakao.com/24633323
합기도검무관 문화제1체육관,"스포츠,레저 > 무예 > 합기도 > 합기도장",충남 천안시 동남구 청당동 396-12,충남 천안시 동남구 풍세로 798,041-576-7989,36.7805856981573,127.142530021376,25.92,합기도,http://place.map.kakao.com/15962414
예인검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 화성시 병점구 병점동 317-3,경기 화성시 병점구 병점2로 30,031-234-9247,37.2060656992998,127.040296992817,26.02,검도,http://place.map.kakao.com/22960353
용인대예인관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 화성시 병점구 병점동 317-3,경기 화성시 병점구 병점2로 30,031-234-9247,37.2060936819817,127.040149436752,26.03,검도,http://place.map.kakao.com/769456306
삼성실내체육관,"스포츠,레저 > 스포츠시설 > 체육관",충북 음성군 삼성면 덕정리 497-6,충북 음성군 삼성면 금일로 992-34,043-871-5917,37.0235259118916,127.491568514641,26.03,체육관,http://place.map.kakao.com/26212177
일죽고등학교 체육관,"교육,학문 > 학교부속시설",경기 안성시 일죽면 송천리 243-1,경기 안성시 일죽면 서동대로 7446,,37.0918492091449,127.473612384145,26.04,체육관,http://place.map.kakao.com/27228539
대한해동검도 병점본관,"스포츠,레저 > 무예 > 검도",경기 화성시 병점구 병점동 300,경기 화성시 병점구 병점중앙로 100-11,031-235-3673,37.2077786477307,127.04272330287,26.06,검도,http://place.map.kakao.com/630833274
SK나이츠체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 용인시 처인구 양지읍 평창리 325-5,경기 용인시 처인구 양지읍 남평로 300,,37.2257545883804,127.31154243456935,26.06,체육관,http://place.map.kakao.com/11462014
강호합기도,"스포츠,레저 > 무예 > 합기도 > 합기도장",충남 천안시 동남구 목천읍 신계리 166-9,충남 천안시 동남구 목천읍 충절로 917,041-557-0509,36.7747625996255,127.211610170423,26.1,합기도,http://place.map.kakao.com/12086066
해동검도,"스포츠,레저 > 무예 > 검도 > 검도장",경기 용인시 기흥구 공세동 204-4,경기 용인시 기흥구 공세로 91,031-287-5501,37.2327118302793,127.108600791079,26.11,검도,http://place.map.kakao.com/23294226
장재울어린이공원 물놀이터,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",충남 아산시 배방읍 장재리 1918,,,36.7850220441919,127.111107062809,26.13,수영,http://place.map.kakao.com/498109853
청당한얼,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 동남구 청당동 331,충남 천안시 동남구 청당3길 80,041-555-4808,36.7768193145453,127.151775748643,26.19,수영,http://place.map.kakao.com/500214171
용인대일죽태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 안성시 일죽면 송천리 244-5,경기 안성시 일죽면 송천길 73,031-672-9992,37.0921295645184,127.475607267539,26.22,태권도,http://place.map.kakao.com/10616939
평택호 카이트존클럽,"스포츠,레저 > 수영,수상 > 수상스포츠",경기 평택시 현덕면 권관리 314-3,,,36.92201260839407,126.92476193470415,26.22,수영,http://place.map.kakao.com/807518077
GS경수클럽축구교실,"스포츠,레저 > 축구",경기 화성시 병점구 병점동 203-5,경기 화성시 병점구 효행로1156번길 10,,37.21384362330935,127.05174524294635,26.23,축구교실,http://place.map.kakao.com/1846550890
아이디리듬체조스쿨 동탄능동점,"교육,학문 > 학원",경기 화성시 동탄구 능동 1100-7,경기 화성시 동탄구 여울로4길 60,1899-9691,37.2153623630946,127.054707072988,26.25,체조,http://place.map.kakao.com/1759919920
안성시 농민문화체육센터,"스포츠,레저 > 스포츠시설 > 체육관",경기 안성시 일죽면 송천리 산 35-11,경기 안성시 일죽면 주래본죽로 6,,37.0939473541134,127.475294679298,26.27,체육관,http://place.map.kakao.com/11586747
훼미리랜드 충무풀장,"스포츠,레저 > 수영,수상 > 수영장",충남 아산시 염치읍 동정리 4-1,,,36.82814221647001,127.00917929960207,26.27,수영,http://place.map.kakao.com/25041160
대소중학교 체육관,"교육,학문 > 학교부속시설",충북 음성군 대소면 삼정리 613-7,충북 음성군 대소면 대동로869번길 15,,36.9636101233293,127.490203872183,26.36,체육관,http://place.map.kakao.com/24483308
선봉대체력단련장,"스포츠,레저 > 골프 > 골프장",경기 용인시 처인구 역북동 180-1,,031-331-7230,37.24616096166389,127.18542907976082,26.37,체육관,http://place.map.kakao.com/8432799
서인합기도검무관,"스포츠,레저 > 무예 > 합기도 > 합기도장",충남 아산시 탕정면 명암리 922-1,충남 아산시 탕정면 탕정면로 54-2,,36.79845688037041,127.06287336597174,26.38,합기도,http://place.map.kakao.com/27448411
충효태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 아산시 탕정면 명암리 809,충남 아산시 탕정면 탕정면로 37,,36.7992621182339,127.060077232946,26.42,합기도,http://place.map.kakao.com/15731893
용인대삼성태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충북 음성군 삼성면 덕정리 527-5,충북 음성군 삼성면 덕정로 38,,37.01876868245426,127.49644624453181,26.43,태권도,http://place.map.kakao.com/12244660
빈예술학원,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 병점구 병점동 884-4,경기 화성시 병점구 병점노을4로 5,010-6876-9593,37.2048858683966,127.029224215087,26.45,발레,http://place.map.kakao.com/2132588777
참좋은신방합기도,"스포츠,레저 > 무예 > 합기도 > 합기도장",충남 천안시 동남구 신방동 1577,충남 천안시 동남구 통정12로 61,041-553-9627,36.7768156180419,127.134634721263,26.47,합기도,http://place.map.kakao.com/2022594691
해밀어린이공원 물놀이터,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",충남 아산시 탕정면 명암리 928-2,,041-540-2123,36.7984355811205,127.060504617374,26.48,수영,http://place.map.kakao.com/1886786051
용인대삼성태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충북 음성군 대소면 태생리 526,충북 음성군 대소면 오태로 155,043-877-1781,36.9663238076916,127.492469400437,26.5,태권도,http://place.map.kakao.com/154576402
용인대태권도 진천정도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충북 진천군 진천읍 장관리 9-5,충북 진천군 진천읍 장관2길 165,,36.8698234963069,127.440929635522,26.51,태권도,http://place.map.kakao.com/23211502
로렌,"스포츠,레저 > 수영,수상 > 수영장",경기 이천시 마장면 해월리 산 28-7,경기 이천시 마장면 지산로 267,,37.2186719003467,127.342334140864,26.53,수영,http://place.map.kakao.com/202849043
충효검도관,"스포츠,레저 > 무예 > 검도 > 검도장",충남 천안시 동남구 신방동 1107,충남 천안시 동남구 통정1로 37-3,041-574-0092,36.7772345495952,127.129021072008,26.54,검도,http://place.map.kakao.com/1832662636
